1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80
6650	0	0	0	0.04	0	0	0	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	1	0.03	0	0	0	62.44	26.49	80	0	0	0	25.83590132	25.38023355	25.75613322
6651	0	0	0	0.04	0	0	0	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	1	0.06	0	0	0	49.07	52.99	80	0	0	0	25.83814474	25.36711678	25.76277303
6652	0	0	0	0.04	0	0	0	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	1	0.06	0	0	0	44.45	52.99	80	0	0	0	25.83986349	25.35421711	25.77274178
6653	0	0	0	0.04	0	0	0	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	1	0.12	0	0	0	43.34	106.85	80	0	0	0	25.84207072	25.34204112	25.78314474
6654	0	0	0	0.04	0	0	0.03	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0.03	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0.03	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0.12	0	0.03	1	0.18	0	0	0	43.44	159.84	80	0	1	0	25.84380757	25.33084211	25.79237171
6655	0	0.84	0	0.04	0.08	0	0.03	0.02	0.03	1	2.2	0	0	0	0	0.84	0	0.04	0.08	0	0.03	0.02	0.03	1	1.02	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0.84	0	0.04	0.08	0	0.03	0.02	0.03	1	0.7	0	0	0	0	0.84	0	0.04	0.08	0	0.12	0.02	0.03	1	0.3	0	0	0	45.9	266.69	80	0	1	0	25.84386184	25.31937171	25.80304605
6656	0	0	0	0.04	0.08	0	0.03	0.02	0.03	1	2.12	0	0	0	0	0	0	0.04	0.08	0	0.03	0.02	0.03	1	1.02	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0.08	0	0.03	0.02	0.03	0	0.68	0	0	0	0	0	0	0.04	0.08	0	0.12	0.02	0.03	1	0.3	0	0	0	65.81	266.69	60	0	1	1	25.84389803	25.30781086	25.81294243
6657	0	0	0	0.04	0	0	0	0	0.03	0.5	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0.12	0	0.03	1	0.24	0	0	0	111.66	212.82	30	0	1	1	25.84283059	25.29567105	25.820125
6658	0	0	0	0.04	0	0	0	0	0.03	0.5	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0.12	0	0.03	1	0.15	0	0	0	160.15	133.35	30	0	1	1	25.83962829	25.28132401	25.82672862
6659	0	0	0	0.04	0	0	0	0	0.03	0.5	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0.12	0	0.03	1	0.12	0	0	0	185.8	106.85	30	0	1	1	25.83628125	25.26614474	25.83327796
6660	0	0	0	0.04	0.3	0	0	0.08	0.03	0.5	0.71	0	0	0	0	0	0	0.04	0	0	0	0.08	0.03	0	1.09	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0.08	0.03	0	0.42	0	0	0	0	0	0	0.04	0.3	0	0.12	0.08	0.03	1	0.18	0	0	0	205.98	159.84	30	0	1	1	25.83289803	25.25239474	25.8377648
6661	0	0	0	0.04	0.3	0	0	0.08	0.03	0.5	0.71	0	0	0	0	0	0	0.04	0	0	0	0.08	0.03	0	1.09	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0.08	0.03	0	0.42	0	0	0	0	0	0	0.04	0.3	0	0.12	0.08	0.03	1	0.24	0	0	0	208.62	212.82	30	0	1	1	25.82779605	25.24103289	25.84076809
6662	0	0	0	0.04	0	0	0	0	0.03	0.5	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0.12	0	0.03	1	0.15	0	0	0	169.29	133.35	30	0	1	1	25.81822533	25.23310855	25.84198026
6663	0	0	0	0.04	0	0	0	0	0.03	0.5	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0.12	0	0.03	1	0.09	0	0	0	136.78	79.48	30	0	1	1	25.80367928	25.22851316	25.84109375
6664	0	0	0	0.04	0	0	0	0	0.03	0.5	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0.12	0	0.03	1	0.09	0	0	0	121.5	79.48	30	0	1	1	25.7859852	25.22395395	25.83875987
6665	0	0	0	0.04	0	0	0	0	0.03	0.5	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0.12	0	0.03	1	0.15	0	0	0	107.72	133.35	30	0	1	1	25.76751316	25.2181102	25.83577467
6666	0	0	0	0.04	0.3	0	0.12	0.08	0.03	1	1.57	0	0	0	0	0	0	0.04	0.3	0	0.12	0.08	0.03	1	2.43	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0.3	0	0.12	0.08	0.03	1	0.93	0	0	0	0	0	0	0.04	0.3	0	0.12	0.08	0.03	1	0.18	0	0	0	112.19	159.84	80	0	1	1	25.75034375	25.21092763	25.83365789
6667	0	0	0	0.04	0.3	0	0.12	0.08	0.03	1	0.79	0	0	0	0	0	0	0.04	0.3	0	0.12	0.08	0.03	1	1.22	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0.3	0	0.12	0.08	0.03	1	0.46	0	0	0	0	0	0	0.04	0.3	0	0.12	0.08	0.03	1	0.18	0	0	0	138.09	159.84	80	0	0	0	25.73740789	25.20332895	25.8334227
6668	1.17	0	3.95	0.04	0	0	0.12	0	0.03	1	0.39	0	0	0	0	0	3.95	0.04	0	0	0.12	0	0.03	1	0.61	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	3.95	0.04	0	0	0.12	0	0.03	1	0.23	0	0	0	0	0	3.95	0.04	0	0	0.12	0	0.03	1	0.15	0	0	0	161.56	133.35	80	0	0	0	25.72933882	25.19607401	25.83394737
6669	0	0	0	0.04	0	0	0.12	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0.12	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0.12	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0.12	0	0.03	1	0.12	0	0	0	155.36	106.85	80	0	0	0	25.72467105	25.18755263	25.8343273
6670	0	0	0	0.04	0	0	0.12	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0.12	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0.12	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0.12	0	0.03	1	0.06	0	0	0	144.49	52.99	80	0	0	0	25.72282566	25.17727632	25.83235526
6671	0	0	0	0.04	0	0	0.12	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0.12	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0.12	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0.12	0	0.03	1	0.06	0	0	0	128.13	52.99	80	0	0	0	25.72193914	25.16481086	25.82580592
6672	0	0	0	0.04	0	0	0	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	1	0.03	0	0	0	66.86	26.49	80	0	0	0	25.72125164	25.1505	25.817375
6673	0	0	0	0.04	0	0	0	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	1	0.03	0	0	0	49.37	26.49	80	0	0	0	25.72193914	25.1358273	25.80800329
6674	0	0	0	0.04	0	0	0	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	1	0.03	0	0	0	44.45	26.49	80	0	0	0	25.72362171	25.12025	25.79837829
6675	0	0	0	0.04	0	0	0	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	1	0.03	0	0	0	43.27	26.49	80	0	0	0	25.72671546	25.10217599	25.78793914
6676	0	0	0	0.04	0	0	0	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	1	0.03	0	0	0	44.22	26.49	80	0	0	0	25.73192599	25.08245559	25.77527467
6677	0	0	0	0.04	0	0	0	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	1	0.03	0	0	0	52.83	26.49	80	0	0	0	25.73975987	25.06354934	25.76136184
6678	0	0	0	0.04	0	0	0	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	1	0.06	0	0	0	93.29	52.99	80	0	0	0	25.74996382	25.04791776	25.74654441
6679	0	0	0	0.04	0	0	0	0.02	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0.02	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0.02	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0.02	0.03	1	0.12	0	0	0	130.23	106.85	80	0	0	0	25.76286349	25.0368273	25.73321053
6680	0	0	0	0.04	0	0	0	0.02	0.03	1	2.44	0	0	0	0	0	0	0.04	0	0	0	0.02	0.03	1	0.98	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0.02	0.03	1	0.74	0	0	0	0	0	0	0.04	0	0	0	0.02	0.03	1	0.18	0	0	0	138.01	159.84	80	0	0	0	25.77730099	25.02772697	25.72333224
6681	0	0	0	0.04	0.08	0	0	0	0.03	0	2.36	0	0	0	0	0	0	0.04	0.08	0	0	0	0.03	0	0.98	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0.08	0	0	0	0.03	0	0.72	0	0	0	0	0	0	0.04	0.08	0	0	0	0.03	1	0.18	0	0	0	136.48	159.84	20	0	0	0	25.79459704	25.01739638	25.71828454
6682	0	0	0	0.04	0.08	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0.08	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0.08	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0.08	0	0	0	0.03	1	0.15	0	0	0	132.57	133.35	20	0	0	0	25.81524013	25.00379112	25.71848355
6683	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	1	0.09	0	0	0	133.77	80.36	20	0	0	0	25.83110691	25	25.72215625
6684	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	1	0.15	0	0	0	150.19	133.35	20	0	0	0	25.84445888	25	25.72812664
6685	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0.12	0	0.03	1	0.18	0	0	0	146.22	159.84	20	0	0	0	25.85853454	25	25.73225164
6686	0	0	0	0.04	0	0	0	0	0.03	0	0.79	0	0	0	1.17	0	0	0.04	0	0	0	0	0.03	0	1.47	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0.53	0	0	0	1.17	0	0	0.04	0	0	0.12	0	0.03	1	0.18	0	0	0	127.27	159.84	20	0	0	0	25.86998684	25	25.73565296
6687	0	0	0	0.04	0	0	0.12	0	0.03	0.5	0.79	0	0	0	0	0	0	0.04	0	0	0.12	0	0.03	0.5	1.6	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0.5	0.56	0	0	0	0	0	0	0.04	0	0	0.12	0	0.03	1	0.15	0	0	0	113.84	133.35	50	0	0	0	25.87955757	25	25.74026645
6688	0	0	0	0.04	0	0	0.12	0	0.03	0.5	0.39	0	0	0	0	0	0	0.04	0	0	0.12	0	0.03	0.5	1.31	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0.5	0.41	0	0	0	0	0	0	0.04	0	0	0.12	0	0.03	1	0.15	0	0	0	106.57	133.35	50	0	0	0	25.88670395	25	25.74460855
6689	0	0	0	0.04	0	0	0.12	0	0.03	0.5	0	0	0	0	0	0	0	0.04	0	0	0.12	0	0.03	0.5	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0.5	0	0	0	0	0	0	0	0.04	0	0	0.12	0	0.03	1	0.27	0	0	0	116.78	240.2	50	0	0	0	25.89227632	25	25.74772039
6690	0	0	0	0.04	0.3	0	0.12	0.08	0.03	1	0	0	0	0	0	0	0	0.04	0.3	0	0.12	0.08	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0.08	0.03	1	0	0	0	0	0	0	0	0.04	0.3	0	0.12	0.08	0.03	1	0.21	0	0	0	145.42	186.33	80	0	0	0	25.89819243	25	25.74972862
6691	0	0	0	0.04	0.3	0	0.12	0.08	0.03	1	0.39	0	0	0	0	0	0	0.04	0.3	0	0.12	0.08	0.03	1	0.53	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0.08	0.03	1	0.21	0	0	0	0	0	0	0.04	0.3	0	0.12	0.08	0.03	1	0.12	0	0	0	172.6	106.85	80	0	0	0	25.90553783	25	25.75273191
6692	1.17	0	0	0.04	0	0	0.12	0	0.03	1	0.79	0	0	0	1.17	0	0	0.04	0	0	0.12	0	0.03	1	1.06	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	1	0.42	0	0	0	1.17	0	0	0.04	0	0	0.12	0	0.03	1	0.12	0	0	0	168.71	106.85	80	0	0	0	25.91378783	25	25.75539145
6693	0	0	0	0.04	0	0	0.12	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0.12	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0.12	0	0.03	1	0.06	0	0	0	156.56	52.99	80	0	0	0	25.921875	25	25.75660362
6694	0	0	0	0.04	0	0	0.12	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0.12	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0.12	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0.12	0	0.03	1	0.06	0	0	0	136.23	52.99	80	0	0	0	25.93070395	25	25.75747204
6695	0	0	0	0.04	0	0	0.12	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0.12	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0.12	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0.12	0	0.03	1	0.06	0	0	0	100.64	52.99	80	0	0	0	25.93835691	25	25.75839474
6696	0	0	0	0.04	0	0	0	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	1	0.03	0	0	0	66.86	26.49	80	0	0	0	25.94300658	25	25.75763487
6697	0	0	0	0.04	0	0	0	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	1	0.03	0	0	0	49.37	26.49	80	0	0	0	25.94434539	25	25.7575625
6698	0	0	0	0.04	0	0	0	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	1	0.03	0	0	0	44.45	26.49	80	0	0	0	25.94253618	25	25.75969737
6699	0	0	0	0.04	0	0	0	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	1	0.03	0	0	0	43.27	26.49	80	0	0	0	25.93946053	25	25.76244737
6700	0	0	0	0.04	0	0	0	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	1	0.03	0	0	0	44.22	26.49	80	0	0	0	25.93718092	25	25.76572204
6701	0	0	0	0.04	0	0	0	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	1	0.03	0	0	0	52.83	26.49	80	0	0	0	25.93627632	25	25.76653618
6702	0	0	0	0.04	0	0	0	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	1	0.03	0	0	0	93.29	26.49	80	0	0	0	25.93698191	25	25.76590296
6703	0	0	0	0.04	0	0	0	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	1	0.03	0	0	0	130.23	26.49	80	0	0	0	25.94029276	25	25.76621053
6704	0	0	0	0.04	0	0	0	0.02	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0.02	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0.02	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0.02	0.03	1	0.06	0	0	0	138.01	52.99	80	0	0	0	25.94345888	25	25.76590296
6705	0	0	0	0.04	0	0	0	0.02	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0.02	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0.02	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0.02	0.03	1	0.09	0	0	0	136.48	80.36	80	0	0	0	25.94374836	25	25.76697039
6706	0	0	0	0.04	0.08	0	0	0	0.03	0	0.79	0	0	0	0	0	0	0.04	0.08	0	0	0	0.03	0	0.79	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0.08	0	0	0	0.03	0	0.36	0	0	0	0	0	0	0.04	0.08	0	0	0	0.03	1	0.18	0	0	0	132.57	159.84	20	0	0	0	25.94291612	25	25.76827303
6707	0	0	0	0.04	0.08	0	0	0	0.03	0	0.39	0	0	0	0	0	0	0.04	0.08	0	0	0	0.03	0	0.39	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0.08	0	0	0	0.03	0	0.18	0	0	0	0	0	0	0.04	0.08	0	0	0	0.03	1	0.18	0	0	0	133.77	159.84	20	0	0	0	25.94389309	25	25.76619243
6708	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	1	0.24	0	0	0	150.19	212.82	20	0	0	0	25.94324178	25	25.76317105
6709	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	1	0.24	0	0	0	146.22	212.82	20	0	0	0	25.93855592	25	25.76051151
6710	0	0	0	0.04	0	0	0	0	0.03	0	0.79	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0.79	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0.36	0	0	0	0	0	0	0.04	0	0	0.12	0	0.03	1	0.21	0	0	0	127.27	186.33	20	0	0	0	25.93399671	25	25.75607895
6711	0	0	0	0.04	0	0	0	0	0.03	0	0.39	0	0	0	1.17	0	0	0.04	0	0	0	0	0.03	0	0.39	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0.18	0	0	0	1.17	0	0	0.04	0	0	0.12	0	0.03	1	0.15	0	0	0	113.84	133.35	20	0	0	0	25.93086678	25	25.74940296
6712	0	0	0	0.04	0	0	0.12	0	0.03	0.5	0	0	0	0	0	0	0	0.04	0	0	0.12	0	0.03	0.5	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0.5	0	0	0	0	0	0	0	0.04	0	0	0.12	0	0.03	1	0.12	0	0	0	106.57	106.85	50	0	0	0	25.93092105	25	25.74124342
6713	0	0	0	0.04	0	0	0.12	0	0.03	0.5	0	0	0	0	0	0	0	0.04	0	0	0.12	0	0.03	0.5	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0.5	0	0	0	0	0	0	0	0.04	0	0	0.12	0	0.03	1	0.15	0	0	0	116.78	133.35	50	0	0	0	25.93215132	25	25.73263158
6714	0	0	0	0.04	0	0	0.12	0	0.03	0.5	0.79	0	0	0	0	0	0	0.04	0	0	0.12	0	0.03	0.5	0.79	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0.5	0.36	0	0	0	0	0	0	0.04	0	0	0.12	0	0.03	1	0.18	0	0	0	145.42	159.84	50	0	0	0	25.93146382	25	25.72541283
6715	0	0	0	0.04	0.3	0	0.12	0.08	0.03	1	1.57	0	0	0	0	0	0	0.04	0.3	0	0.12	0.08	0.03	1	1.57	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0.08	0.03	1	0.71	0	0	0	0	0	0	0.04	0.3	0	0.12	0.08	0.03	1	0.18	0	0	0	172.6	159.84	80	0	0	0	25.93010691	25	25.72092599
6716	0	0	0	0.04	0.3	0	0.12	0.08	0.03	1	0.79	0	0	0	0	0	0	0.04	0.3	0	0.12	0.08	0.03	1	0.79	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0.08	0.03	1	0.36	0	0	0	0	0	0	0.04	0.3	0	0.12	0.08	0.03	1	0.12	0	0	0	168.71	106.85	80	0	0	0	25.92884046	25	25.72041941
