1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80
51	0	0	0	0.04	0	0	0	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	1	0.06	0	0	0	38.65	52.99	80	0	0	0	25	25	25
52	0	0	0	0.04	0	0	0	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	1	0.06	0	0	0	39.28	52.99	80	0	0	0	25	25	25
53	0	0	0	0.04	0	0	0	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	1	0.12	0	0	0	47.06	106.85	80	0	0	0	25	25	25
54	0	0	0	0.04	0	0	0.03	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0.03	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0.03	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0.12	0	0.03	1	0.18	0	0	0	90.43	159.84	80	0	1	0	25	25	25
55	0	0.84	0	0.04	0.08	0	0.03	0.02	0.03	1	2.2	0	0	0	0	0.84	0	0.04	0.08	0	0.03	0.02	0.03	1	1.02	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0.84	0	0.04	0.08	0	0.03	0.02	0.03	1	0.7	0	0	0	0	0.84	0	0.04	0.08	0	0.12	0.02	0.03	1	0.3	0	0	0	129.91	266.69	80	0	1	0	25	25	25
56	0	0	0	0.04	0.08	0	0.03	0.02	0.03	1	2.12	0	0	0	0	0	0	0.04	0.08	0	0.03	0.02	0.03	1	1.02	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0.08	0	0.03	0.02	0.03	0	0.68	0	0	0	0	0	0	0.04	0.08	0	0.12	0.02	0.03	1	0.3	0	0	0	134.02	266.69	60	0	1	1	25	25	25
57	0	0	0	0.04	0	0	0	0	0.03	0.5	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0.12	0	0.03	1	0.24	0	0	0	123.68	212.82	30	0	1	1	25	25	25
58	0	0	0	0.04	0	0	0	0	0.03	0.5	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0.12	0	0.03	1	0.15	0	0	0	116.68	133.35	30	0	1	1	25	25	25
59	0	0	0	0.04	0	0	0	0	0.03	0.5	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0.12	0	0.03	1	0.12	0	0	0	118.79	106.85	30	0	1	1	25	25	25
60	0	0	0	0.04	0.3	0	0	0.08	0.03	0.5	0.71	0	0	0	0	0	0	0.04	0	0	0	0.08	0.03	0	1.09	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0.08	0.03	0	0.42	0	0	0	0	0	0	0.04	0.3	0	0.12	0.08	0.03	1	0.18	0	0	0	131.21	159.84	30	0	1	1	25	25	25
61	0	0	0	0.04	0.3	0	0	0.08	0.03	0.5	0.71	0	0	0	0	0	0	0.04	0	0	0	0.08	0.03	0	1.09	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0.08	0.03	0	0.42	0	0	0	0	0	0	0.04	0.3	0	0.12	0.08	0.03	1	0.24	0	0	0	129.98	212.82	30	0	1	1	25	25	25
62	0	0	0	0.04	0	0	0	0	0.03	0.5	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0.12	0	0.03	1	0.15	0	0	0	115.8	133.35	30	0	1	1	25	25	25
63	0	0	0	0.04	0	0	0	0	0.03	0.5	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0.12	0	0.03	1	0.09	0	0	0	105.24	79.48	30	0	1	1	25	25	25
64	0	0	0	0.04	0	0	0	0	0.03	0.5	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0.12	0	0.03	1	0.09	0	0	0	105.64	79.48	30	0	1	1	25	25	25
65	0	0	0	0.04	0	0	0	0	0.03	0.5	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0.12	0	0.03	1	0.15	0	0	0	129.15	133.35	30	0	1	1	25	25	25
66	0	0	0	0.04	0.3	0	0.12	0.08	0.03	1	1.57	0	0	0	0	0	0	0.04	0.3	0	0.12	0.08	0.03	1	2.43	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0.3	0	0.12	0.08	0.03	1	0.93	0	0	0	0	0	0	0.04	0.3	0	0.12	0.08	0.03	1	0.18	0	0	0	166.83	159.84	80	0	1	1	25	25	25
67	0	0	0	0.04	0.3	0	0.12	0.08	0.03	1	0.79	0	0	0	0	0	0	0.04	0.3	0	0.12	0.08	0.03	1	1.22	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0.3	0	0.12	0.08	0.03	1	0.46	0	0	0	0	0	0	0.04	0.3	0	0.12	0.08	0.03	1	0.18	0	0	0	187.78	159.84	80	0	0	0	25	25	25
68	1.17	0	3.95	0.04	0	0	0.12	0	0.03	1	0.39	0	0	0	0	0	3.95	0.04	0	0	0.12	0	0.03	1	0.61	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	3.95	0.04	0	0	0.12	0	0.03	1	0.23	0	0	0	0	0	3.95	0.04	0	0	0.12	0	0.03	1	0.15	0	0	0	168.89	133.35	80	0	0	0	25	25	25
69	0	0	0	0.04	0	0	0.12	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0.12	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0.12	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0.12	0	0.03	1	0.12	0	0	0	141.53	106.85	80	0	0	0	25	25	25
70	0	0	0	0.04	0	0	0.12	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0.12	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0.12	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0.12	0	0.03	1	0.06	0	0	0	117.13	52.99	80	0	0	0	25	25	25
71	0	0	0	0.04	0	0	0.12	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0.12	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0.12	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0.12	0	0.03	1	0.06	0	0	0	86.74	52.99	80	0	0	0	25	25	25
72	0	0	0	0.04	0	0	0	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	1	0.03	0	0	0	58.53	26.49	80	1	0	0	25	25	25
73	0	0	0	0.04	0	0	0	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	1	0.03	0	0	0	43.29	26.49	80	1	0	0	25	25	25
74	0	0	0	0.04	0	0	0	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	1	0.74	0	0	0	0	0	0	0.04	0	0	0	0	0.03	1	0.03	0	0	0	39.71	26.49	80	1	0	0	25	25	25
75	0	0	0	0.04	0	0	0	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	1	0.72	0	0	0	0	0	0	0.04	0	0	0	0	0.03	1	0.06	0	0	0	38.65	52.99	80	1	0	0	25	25	25
76	0	0	0	0.04	0	0	0	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	1	0.06	0	0	0	39.28	52.99	80	1	0	0	25	25	25
77	0	0	0	0.04	0	0	0	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	1	0.12	0	0	0	47.06	106.85	80	1	0	0	25	25	25
78	0	0	0	0.04	0	0	0.03	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0.03	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0.03	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0.12	0	0.03	1	0.18	0	0	0	90.43	159.84	80	1	1	0	25	25	25
79	0	0.84	0	0.04	0.08	0	0.03	0.02	0.03	1	2.2	0	0	0	0	0.84	0	0.04	0.08	0	0.03	0.02	0.03	1	1.02	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0.08	0	0.03	0.02	0.03	1	0	0	0	0	0	0.84	0	0.04	0.08	0	0.12	0.02	0.03	1	0.3	0	0	0	129.91	266.69	80	1	1	0	25	25	25
80	0	0	0	0.04	0.08	0	0.03	0.02	0.03	1	2.12	0	0	0	0	0	0	0.04	0.08	0	0.03	0.02	0.03	1	1.02	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0.08	0	0.03	0.02	0.03	1	0.53	0	0	0	0	0	0	0.04	0.08	0	0.12	0.02	0.03	1	0.3	0	0	0	134.02	266.69	80	1	1	1	25	25	25
81	0	0	0	0.04	0	0	0	0	0.03	0.5	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0.56	0	0	0	0	0	0	0.04	0	0	0.12	0	0.03	1	0.24	0	0	0	123.68	212.82	30	1	1	1	25	25	25
82	0	0	0	0.04	0	0	0	0	0.03	0.5	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0.41	0	0	0	0	0	0	0.04	0	0	0.12	0	0.03	1	0.15	0	0	0	116.68	133.35	30	1	1	1	25	25	25
83	0	0	0	0.04	0	0	0	0	0.03	0.5	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0.12	0	0.03	1	0.12	0	0	0	118.79	106.85	30	1	1	1	25	25	25
84	0	0	0	0.04	0.3	0	0	0.08	0.03	0.5	0.71	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	1.09	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0.3	0	0.12	0.08	0.03	1	0.18	0	0	0	131.21	159.84	30	1	1	1	25	25	25
85	0	0	0	0.04	0.3	0	0	0.08	0.03	0.5	0.71	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	1.09	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0.21	0	0	0	0	0	0	0.04	0.3	0	0.12	0.08	0.03	1	0.24	0	0	0	129.98	212.82	30	1	1	1	25	25	25
86	0	0	0	0.04	0	0	0	0	0.03	0.5	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0.42	0	0	0	0	0	0	0.04	0	0	0.12	0	0.03	1	0.15	0	0	0	115.8	133.35	30	1	1	1	25	25	25
87	0	0	0	0.04	0	0	0	0	0.03	0.5	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0.12	0	0.03	1	0.09	0	0	0	105.24	79.48	30	1	1	1	25	25	25
88	0	0	0	0.04	0	0	0	0	0.03	0.5	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0.12	0	0.03	1	0.09	0	0	0	105.64	79.48	30	1	1	1	25	25	25
89	0	0	0	0.04	0	0	0	0	0.03	0.5	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0.12	0	0.03	1	0.15	0	0	0	129.15	133.35	30	1	1	1	25	25	25
90	0	0	0	0.04	0.3	0	0.12	0.08	0.03	1	1.57	0	0	0	0	0	0	0.04	0.08	0	0.12	0.08	0.03	1	2.43	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0.08	0	0.12	0.08	0.03	1	0	0	0	0	0	0	0	0.04	0.3	0	0.12	0.08	0.03	1	0.18	0	0	0	166.83	159.84	80	1	1	1	25	25	25
91	0	0	0	0.04	0.3	0	0.12	0.08	0.03	1	0.79	0	0	0	0	0	0	0.04	0.08	0	0.12	0.08	0.03	1	1.22	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0.08	0	0.12	0.08	0.03	1	0	0	0	0	0	0	0	0.04	0.3	0	0.12	0.08	0.03	1	0.18	0	0	0	187.78	159.84	80	1	0	0	25	25	25
92	1.17	0	3.95	0.04	0	0	0.12	0	0.03	1	0.39	0	0	0	0	0	3.95	0.04	0	0	0.12	0	0.03	1	0.61	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	1.17	0	0	0.04	0	0	0.12	0	0.03	1	0	0	0	0	1.17	0	3.95	0.04	0	0	0.12	0	0.03	1	0.15	0	0	0	168.89	133.35	80	1	0	0	25	25	25
93	0	0	0	0.04	0	0	0.12	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0.12	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0.12	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0.12	0	0.03	1	0.12	0	0	0	141.53	106.85	80	1	0	0	25	25	25
94	0	0	0	0.04	0	0	0.12	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0.12	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0.12	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0.12	0	0.03	1	0.06	0	0	0	117.13	52.99	80	1	0	0	25	25	25
95	0	0	0	0.04	0	0	0.12	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0.12	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0.12	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0.12	0	0.03	1	0.06	0	0	0	86.74	52.99	80	1	0	0	25	25	25
96	0	0	0	0.04	0	0	0	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	1	0.03	0	0	0	58.53	26.49	80	1	0	0	25	25	25
97	0	0	0	0.04	0	0	0	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	1	0.03	0	0	0	43.29	26.49	80	1	0	0	25	25	25
98	0	0	0	0.04	0	0	0	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	1	0.03	0	0	0	39.71	26.49	80	1	0	0	25	25	25
99	0	0	0	0.04	0	0	0	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	1	0.06	0	0	0	38.65	52.99	80	1	0	0	25	25	25
100	0	0	0	0.04	0	0	0	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	1	0.06	0	0	0	39.28	52.99	80	1	0	0	25	25	25
101	0	0	0	0.04	0	0	0	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	1	0.12	0	0	0	47.06	106.85	80	1	0	0	25	25	25
102	0	0	0	0.04	0	0	0.03	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0.03	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0.03	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0.12	0	0.03	1	0.18	0	0	0	90.43	159.84	80	1	1	0	25	25	25
103	0	0.84	0	0.04	0.08	0	0.03	0.02	0.03	1	2.2	0	0	0	0	0.84	0	0.04	0.08	0	0.03	0.02	0.03	1	1.02	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0.84	0	0.04	0.08	0	0.03	0.02	0.03	1	0.7	0	0	0	0	0.84	0	0.04	0.08	0	0.12	0.02	0.03	1	0.3	0	0	0	129.91	266.69	80	1	1	0	25	25	25
104	0	0	0	0.04	0.08	0	0.03	0.02	0.03	1	2.12	0	0	0	0	0	0	0.04	0.08	0	0.03	0.02	0.03	1	1.02	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0.08	0	0.03	0.02	0.03	0	0.68	0	0	0	0	0	0	0.04	0.08	0	0.12	0.02	0.03	1	0.3	0	0	0	134.02	266.69	60	1	1	1	25	25	25
105	0	0	0	0.04	0	0	0	0	0.03	0.5	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0.12	0	0.03	1	0.24	0	0	0	123.68	212.82	30	1	1	1	25	25	25
106	0	0	0	0.04	0	0	0	0	0.03	0.5	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0.12	0	0.03	1	0.15	0	0	0	116.68	133.35	30	1	1	1	25	25	25
107	0	0	0	0.04	0	0	0	0	0.03	0.5	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0.12	0	0.03	1	0.12	0	0	0	118.79	106.85	30	1	1	1	25	25	25
108	0	0	0	0.04	0.3	0	0	0.08	0.03	0.5	0.71	0	0	0	0	0	0	0.04	0	0	0	0.08	0.03	0	1.09	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0.08	0.03	0	0.42	0	0	0	0	0	0	0.04	0.3	0	0.12	0.08	0.03	1	0.18	0	0	0	131.21	159.84	30	1	1	1	25	25	25
109	0	0	0	0.04	0.3	0	0	0.08	0.03	0.5	0.71	0	0	0	0	0	0	0.04	0	0	0	0.08	0.03	0	1.09	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0.08	0.03	0	0.42	0	0	0	0	0	0	0.04	0.3	0	0.12	0.08	0.03	1	0.24	0	0	0	129.98	212.82	30	1	1	1	25	25	25
110	0	0	0	0.04	0	0	0	0	0.03	0.5	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0.12	0	0.03	1	0.15	0	0	0	115.8	133.35	30	1	1	1	25	25	25
111	0	0	0	0.04	0	0	0	0	0.03	0.5	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0.12	0	0.03	1	0.09	0	0	0	105.24	79.48	30	1	1	1	25	25	25
112	0	0	0	0.04	0	0	0	0	0.03	0.5	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0.12	0	0.03	1	0.09	0	0	0	105.64	79.48	30	1	1	1	25	25	25
113	0	0	0	0.04	0	0	0	0	0.03	0.5	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0.12	0	0.03	1	0.15	0	0	0	129.15	133.35	30	1	1	1	25	25	25
114	0	0	0	0.04	0.3	0	0.12	0.08	0.03	1	1.57	0	0	0	0	0	0	0.04	0.3	0	0.12	0.08	0.03	1	2.43	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0.3	0	0.12	0.08	0.03	1	0.93	0	0	0	0	0	0	0.04	0.3	0	0.12	0.08	0.03	1	0.18	0	0	0	166.83	159.84	80	1	1	1	25	25	25
115	0	0	0	0.04	0.3	0	0.12	0.08	0.03	1	0.79	0	0	0	0	0	0	0.04	0.3	0	0.12	0.08	0.03	1	1.22	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0.3	0	0.12	0.08	0.03	1	0.46	0	0	0	0	0	0	0.04	0.3	0	0.12	0.08	0.03	1	0.18	0	0	0	187.78	159.84	80	1	0	0	25	25	25
116	1.17	0	3.95	0.04	0	0	0.12	0	0.03	1	0.39	0	0	0	0	0	3.95	0.04	0	0	0.12	0	0.03	1	0.61	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	3.95	0.04	0	0	0.12	0	0.03	1	0.23	0	0	0	0	0	3.95	0.04	0	0	0.12	0	0.03	1	0.15	0	0	0	168.89	133.35	80	1	0	0	25	25	25
117	0	0	0	0.04	0	0	0.12	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0.12	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0.12	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0.12	0	0.03	1	0.12	0	0	0	141.53	106.85	80	1	0	0	25	25	25
118	0	0	0	0.04	0	0	0.12	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0.12	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0.12	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0.12	0	0.03	1	0.06	0	0	0	117.13	52.99	80	1	0	0	25	25	25
119	0	0	0	0.04	0	0	0.12	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0.12	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0.12	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0.12	0	0.03	1	0.06	0	0	0	86.74	52.99	80	1	0	0	25	25	25
120	0	0	0	0.04	0	0	0	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	1	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	1	0.03	0	0	0	58.53	26.49	80	1	0	0	25	25	25
